Hour,Edge,flowrate
3.0,10,3.6499765908186376e-06
3.0,11,-8.725066146466048e-06
3.0,12,-4.638285624518551e-05
3.0,13,-0.00011190550298137052
3.0,14,0.0017555110789249358
3.0,15,0.0015256110281253756
3.0,16,0.0008922661810000234
3.0,17,0.0003085378820728098
3.0,18,0.00019555654792428613
3.0,19,7.083596266800951e-05
3.0,20,-6.042205821800117e-05
3.0,21,-0.00018075934813449943
3.0,22,0.00038814383228763207
3.0,23,0.0003299109736914993
3.0,24,0.00024588980454697234
3.0,25,0.00016879132187858637
3.0,26,4.122334838116806e-05
3.0,27,-5.7817949694967746e-05
3.0,28,0.0004243131269519194
3.0,29,0.0003277815182152838
3.0,30,0.00014502399216448613
3.0,31,1.8630236919484607e-05
3.0,32,-1.0335529434423673e-05
3.0,33,-5.7899442486183246e-06
3.0,34,-6.882850921239172e-05
3.0,35,-0.00011898328626960346
3.0,36,-8.687136656210868e-08
3.0,37,6.764389039853909e-06
3.0,38,9.640171160126265e-06
3.0,39,-6.307790081520095e-06
3.0,40,-3.065067627675702e-06
3.0,41,7.189002966995255e-05
3.0,42,3.836889640792503e-06
3.0,43,3.16885649455066e-05
3.0,44,4.209651941224029e-05
3.0,45,-6.614128783242691e-05
3.0,46,3.938578491599394e-06
3.0,47,-3.68759963799208e-05
3.0,48,-8.286519569439424e-05
3.0,49,-1.5822802086566035e-06
3.0,50,-5.041623938995919e-06
3.0,51,-4.391185052400007e-05
3.0,52,-1.5643636599901733e-06
3.0,53,-9.017899198693312e-05
3.0,54,0.0001776500507700397
3.0,55,4.450994764785287e-05
3.0,56,-1.5402038776143598e-05
3.0,57,-3.823653561007179e-05
3.0,58,0.0019686638900078056
4.0,1,9.021633451990065e-05
4.0,2,2.645250838964525e-06
4.0,3,2.7001375227324164e-06
4.0,4,9.667658525861324e-07
4.0,5,3.047415365399438e-05
4.0,6,-2.0427042953772612e-06
4.0,7,-6.711343466821526e-06
4.0,8,-2.3296782061562863e-06
4.0,9,-4.834435279300125e-06
4.0,10,4.523210697389399e-06
4.0,11,-1.0812376705354455e-05
4.0,12,-5.7479206006885416e-05
4.0,13,-0.00013867711891689144
4.0,14,0.0021754898812632183
4.0,15,0.0018905898358573705
4.0,16,0.00110572703613211
4.0,17,0.00038235076859859866
4.0,18,0.0002423404165577384
4.0,19,8.778238783541798e-05
4.0,20,-7.487710894823864e-05
4.0,21,-0.00022400324762264777
4.0,22,0.0004810012187239825
4.0,23,0.00040883705491931525
4.0,24,0.0003047151242803867
4.0,25,0.00020917206569554865
4.0,26,5.108542377714021e-05
4.0,27,-7.164996170539128e-05
4.0,28,0.0005258235279783433
4.0,29,0.0004061982362669443
4.0,30,0.00017971869082345366
4.0,31,2.3087220826119876e-05
4.0,32,-1.2808142077621794e-05
4.0,33,-7.175113442606987e-06
4.0,34,-8.529471661938891e-05
4.0,35,-0.00014744825358465973
4.0,36,-1.0759707546329251e-07
4.0,37,8.382683682347596e-06
4.0,38,1.1946442531396975e-05
4.0,39,-7.816829280224019e-06
4.0,40,-3.7983608141041417e-06
4.0,41,8.9088584239753e-05
4.0,42,4.754796406887858e-06
4.0,43,3.926960315415129e-05
4.0,44,5.216747197115446e-05
4.0,45,-8.196453552375855e-05
4.0,46,4.880823322709279e-06
4.0,47,-4.569802073033794e-05
4.0,48,-0.00010268941966490665
4.0,49,-1.960819469601678e-06
4.0,50,-6.2477459424981015e-06
4.0,51,-5.441706037223567e-05
4.0,52,-1.9386140151189388e-06
4.0,53,-0.00011175289664076078
4.0,54,0.00022015004536926535
4.0,55,5.515825980969826e-05
4.0,56,-1.9086728210414742e-05
4.0,57,-4.738402400252918e-05
4.0,58,0.0024396361124974413
5.0,1,0.00012539715418786416
5.0,2,3.6767687075234e-06
5.0,3,3.7530809185467705e-06
5.0,4,1.343704630616048e-06
5.0,5,4.2357872746105116e-05
5.0,6,-2.8393078094497884e-06
5.0,7,-9.328510733896194e-06
5.0,8,-3.2381831255571235e-06
5.0,9,-6.719672213929554e-06
5.0,10,6.287145825605444e-06
5.0,11,-1.5028742335508304e-05
5.0,12,-7.989383072870793e-05
5.0,13,-0.00019275578077307512
5.0,14,0.0030238470669377267
5.0,15,0.0026278470335811335
5.0,16,0.001536917966579498
5.0,17,0.0005314527991258509
5.0,18,0.0003368438315612631
5.0,19,0.00012201416816273454
5.0,20,-0.00010407631226971682
5.0,21,-0.00031135592697436313
5.0,22,0.0006685731399643192
5.0,23,0.000568267739682676
5.0,24,0.0004235422706055565
5.0,25,0.0002907411711534441
5.0,26,7.10068180710179e-05
5.0,27,-9.959062377069894e-05
5.0,28,0.0007308745435828925
5.0,29,0.0005646000124819956
5.0,30,0.00024980197972530594
5.0,31,3.209032762208107e-05
5.0,32,-1.7802819481909506e-05
5.0,33,-9.973156204644011e-06
5.0,34,-0.00011855645932005071
5.0,35,-0.0002049474919183554
5.0,36,-1.4945922475346038e-07
5.0,37,1.1651640158930487e-05
5.0,38,1.6605111380327485e-05
5.0,39,-1.0865088363609146e-05
5.0,40,-5.279614589958803e-06
5.0,41,0.0001238296633455619
5.0,42,6.6089674556279444e-06
5.0,43,5.458330308397307e-05
5.0,44,7.251079711925428e-05
5.0,45,-0.00011392749409095737
5.0,46,6.7841579570368595e-06
5.0,47,-6.351851094731278e-05
5.0,48,-0.00014273435303897194
5.0,49,-2.7254689962206777e-06
5.0,50,-8.684111855419897e-06
5.0,51,-7.563758311172119e-05
5.0,52,-2.694599776737598e-06
5.0,53,-0.00015533218293179774
5.0,54,0.0003060000333057465
5.0,55,7.666785033236804e-05
5.0,56,-2.6529800286655934e-05
5.0,57,-6.586195001854189e-05
5.0,58,0.0033910000019259836
6.0,1,0.0001842640658915349
6.0,2,5.4027720514493685e-06
6.0,3,5.514936311452767e-06
6.0,4,1.9744199159065248e-06
6.0,5,6.224251005406114e-05
6.0,6,-4.172240236287051e-06
6.0,7,-1.3707731368831914e-05
6.0,8,-4.758356043496161e-06
6.0,9,-9.874177180569562e-06
6.0,10,9.23868457285184e-06
6.0,11,-2.2083846343702876e-05
6.0,12,-0.0001173994869146141
6.0,13,-0.00028324383483153265
6.0,14,0.004443375435397031
6.0,15,0.003861475424130083
6.0,16,0.0022584156672145433
6.0,17,0.0007809403547295692
6.0,18,0.0004949733087582669
6.0,19,0.0001792930902074898
6.0,20,-0.00015293438656837076
6.0,21,-0.00045752031522217236
6.0,22,0.0009824311082675535
6.0,23,0.0008350378965291521
6.0,24,0.0006223718528672208
6.0,25,0.0004272280951109349
6.0,26,0.00010434063957735604
6.0,27,-0.00014634281702383115
6.0,28,0.0010739797175364065
6.0,29,0.0008296485387146809
6.0,30,0.0003670700532032578
6.0,31,4.715493090102635e-05
6.0,32,-2.616024976451821e-05
6.0,33,-1.46550313916349e-05
6.0,34,-0.0001742122528576837
6.0,35,-0.0003011590960143984
6.0,36,-2.1949948448829568e-07
6.0,37,1.7121480393555747e-05
6.0,38,2.44003108856935e-05
6.0,39,-1.5965640527514516e-05
6.0,40,-7.758150707570961e-06
6.0,41,0.00018196077402857732
6.0,42,9.711490255758889e-06
6.0,43,8.02072214199327e-05
6.0,44,0.00010655062004256149
6.0,45,-0.0001674100653709559
6.0,46,9.968945739096852e-06
6.0,47,-9.333695669299997e-05
6.0,48,-0.0002097402332475807
6.0,49,-4.0049324320067766e-06
6.0,50,-1.2760802441010706e-05
6.0,51,-0.00011114518853989663
6.0,52,-3.959566125133133e-06
6.0,53,-0.0002282519769509178
6.0,54,0.00044965001119223616
6.0,55,0.00011265914529134003
6.0,56,-3.8984048631624706e-05
6.0,57,-9.678045899011855e-05
6.0,58,0.004982886113938018
7.0,1,0.000316975851810376
7.0,2,9.293935601775335e-06
7.0,3,9.486929022549992e-06
7.0,4,3.39631989888931e-06
7.0,5,0.0001070711861627138
7.0,6,-7.177257312245087e-06
7.0,7,-2.3580412537879177e-05
7.0,8,-8.185494185652619e-06
7.0,9,-1.698581180680136e-05
7.0,10,1.589275306408068e-05
7.0,11,-3.7989134087526596e-05
7.0,12,-0.00020195365230362428
7.0,13,-0.0004872435225513075
7.0,14,0.007643613963746706
7.0,15,0.006642614006293108
7.0,16,0.003884987417173434
7.0,17,0.0013433945472392953
7.0,18,0.0008514663917463969
7.0,19,0.00030842486638257426
7.0,20,-0.00026308188245725893
7.0,21,-0.000787038855603918
7.0,22,0.0016900044000234848
7.0,23,0.0014364546430841439
7.0,24,0.0010706207944187111
7.0,25,0.0007349293954623987
7.0,26,0.00017948967606077685
7.0,27,-0.0002517427243570513
7.0,28,0.0018474890342135707
7.0,29,0.0014271839935412675
7.0,30,0.0006314436306654026
7.0,31,8.111714060874649e-05
7.0,32,-4.500155661834041e-05
7.0,33,-2.5210031558808824e-05
7.0,34,-0.000299684794485116
7.0,35,-0.0005180621949577649
7.0,36,-3.773877963234325e-07
7.0,37,2.9452899876569783e-05
7.0,38,4.197410621445433e-05
7.0,39,-2.7464518141941075e-05
7.0,40,-1.3345861746203824e-05
7.0,41,0.0003130137474527331
7.0,42,1.6705932996176953e-05
7.0,43,0.00013797476284740866
7.0,44,0.00018329128932760864
7.0,45,-0.00028798319328645017
7.0,46,1.7148852186836796e-05
7.0,47,-0.00016056079357909433
7.0,48,-0.0003608008304034772
7.0,49,-6.8894040169697475e-06
7.0,50,-2.1951446223041695e-05
7.0,51,-0.00019119487487064297
7.0,52,-6.811354319111571e-06
7.0,53,-0.00039264511818805554
7.0,54,0.0007734999573251077
7.0,55,0.0001937992834764739
7.0,56,-6.706137572001809e-05
7.0,57,-0.0001664843146271325
7.0,58,0.008571694449288554
8.0,1,0.00041799006801288637
8.0,2,1.2255711963385644e-05
8.0,3,1.2510230201891536e-05
8.0,4,4.478602220714103e-06
8.0,5,0.00014119274920157458
8.0,6,-9.464542312309796e-06
8.0,7,-3.109505189426387e-05
8.0,8,-1.0794078245385172e-05
8.0,9,-2.239886666432789e-05
8.0,10,2.0957533060036852e-05
8.0,11,-5.009551845611599e-05
8.0,12,-0.00026631246307409664
8.0,13,-0.0006425188717976491
8.0,14,0.010079491066460054
8.0,15,0.008759491151753026
8.0,16,0.005123060407433183
8.0,17,0.001771509286544745
8.0,18,0.001122812833423965
8.0,19,0.00040671414713672633
8.0,20,-0.00034692118509897714
8.0,21,-0.0010378534963298087
8.0,22,0.0022285772477806543
8.0,23,0.0018942259210720654
8.0,24,0.0014118076535614948
8.0,25,0.0009691377388682271
8.0,26,0.00023668973316073034
8.0,27,-0.00033196837221228164
8.0,28,0.0024362494150105317
8.0,29,0.0018820010152637745
8.0,30,0.0008326728591580084
8.0,31,0.00010696764036030095
8.0,32,-5.934270860763944e-05
8.0,33,-3.324402271925965e-05
8.0,34,-0.0003951888345772166
8.0,35,-0.0006831590486618545
8.0,36,-4.975594316016619e-07
8.0,37,3.883902170182742e-05
8.0,38,5.5350486911135316e-05
8.0,39,-3.621694452088174e-05
8.0,40,-1.759897751654851e-05
8.0,41,0.00041276535277872973
8.0,42,2.2029786093133213e-05
8.0,43,0.000181944811754516
8.0,44,0.00024170282389305626
8.0,45,-0.000379758012321366
8.0,46,2.2613872960548702e-05
8.0,47,-0.00021172854503077412
8.0,48,-0.0004757813388973878
8.0,49,-9.084933908713531e-06
8.0,50,-2.8946948537815486e-05
8.0,51,-0.000252125080528376
8.0,52,-8.982006818790646e-06
8.0,53,-0.0005177737541579634
8.0,54,0.0010199999145376313
8.0,55,0.0002555594935746
8.0,56,-8.8432568667761e-05
8.0,57,-0.00021953974197148478
8.0,58,0.01130333333969498
9.0,1,0.0004524742310032116
9.0,2,1.3266800940713156e-05
9.0,3,1.3542322631603532e-05
9.0,4,4.848070576020729e-06
9.0,5,0.0001528411446902959
9.0,6,-1.0245374281716954e-05
9.0,7,-3.366039431226018e-05
9.0,8,-1.1684595014984084e-05
9.0,9,-2.424677155536009e-05
9.0,10,2.2686544564441473e-05
9.0,11,-5.422838729648729e-05
9.0,12,-0.0002882832291855784
9.0,13,-0.0006955266630160699
9.0,14,0.01091104911275745
9.0,15,0.009482149212851483
9.0,16,0.005545712911553456
9.0,17,0.0019176588009501747
9.0,18,0.0012154448946129603
9.0,19,0.0004402680742826894
9.0,20,-0.0003755421885669974
9.0,21,-0.0011234764258348914
9.0,22,0.0024124348752365718
9.0,23,0.0020504995643734073
9.0,24,0.0015282817883211562
9.0,25,0.0010490916221474248
9.0,26,0.0002562166495643008
9.0,27,-0.00035935574815345814
9.0,28,0.0026372400287570192
9.0,29,0.002037266137503736
9.0,30,0.0009013683539712011
9.0,31,0.00011579246601218909
9.0,32,-6.423848115889267e-05
9.0,33,-3.598666125936011e-05
9.0,34,-0.0004277919385924188
9.0,35,-0.0007395196995042592
9.0,36,-5.385828641900294e-07
9.0,37,4.2043249731320825e-05
9.0,38,5.991690665057459e-05
9.0,39,-3.920484178427618e-05
9.0,40,-1.9050903522439756e-05
9.0,41,0.0004468184868075746
9.0,42,2.384723928021251e-05
9.0,43,0.00019695527722134052
9.0,44,0.00026164331345538983
9.0,45,-0.0004110880364314284
9.0,46,2.4479517997052753e-05
9.0,47,-0.00022919615691845006
9.0,48,-0.0005150333057614506
9.0,49,-9.83444242845947e-06
9.0,50,-3.133506819727254e-05
9.0,51,-0.0002729253919068943
9.0,52,-9.723022680117585e-06
9.0,53,-0.0005604900814096356
9.0,54,0.0011041498997226126
9.0,55,0.0002766431514965297
9.0,56,-9.572825167273754e-05
9.0,57,-0.00023765176707150936
9.0,58,0.012235858340208634
10.0,1,0.0004667555509738
10.0,2,1.3685534736660879e-05
10.0,3,1.3969754845028144e-05
10.0,4,5.001082671548047e-06
10.0,5,0.00015766522765047375
10.0,6,-1.0568749160576586e-05
10.0,7,-3.472280885101351e-05
10.0,8,-1.2053394906059208e-05
10.0,9,-2.50120654950428e-05
10.0,10,2.3402599881431042e-05
10.0,11,-5.593997940636174e-05
10.0,12,-0.0002973822332945108
10.0,13,-0.0007174793845820877
10.0,14,0.0112554317380964
10.0,15,0.009781431844344764
10.0,16,0.005720750817364892
10.0,17,0.0019781853675165145
10.0,18,0.001253807667436193
10.0,19,0.00045416414515251664
10.0,20,-0.00038739533143537135
10.0,21,-0.0011589364269937643
10.0,22,0.0024885779330857663
10.0,23,0.0021152189520181226
10.0,24,0.0015765185512116439
10.0,25,0.0010822038364973361
10.0,26,0.00026430355437987335
10.0,27,-0.00037069799470865607
10.0,28,0.002720478565880121
10.0,29,0.0021015678549166903
10.0,30,0.0009298180032873997
10.0,31,0.00011944719177241098
10.0,32,-6.626602332369869e-05
10.0,33,-3.7122501483896755e-05
10.0,34,-0.00044129423427415027
10.0,35,-0.0007628609792386806
10.0,36,-5.555722866361673e-07
10.0,37,4.3370253286302474e-05
10.0,38,6.18080501934629e-05
10.0,39,-4.044225378015772e-05
10.0,40,-1.9652206244490654e-05
10.0,41,0.0004609212998662326
10.0,42,2.459992190007891e-05
10.0,43,0.000203171732675124
10.0,44,0.0002699014960221922
10.0,45,-0.0004240630968837734
10.0,46,2.525215887237916e-05
10.0,47,-0.0002364302184291386
10.0,48,-0.000531289170846573
10.0,49,-1.0144844951394877e-05
10.0,50,-3.232408743881401e-05
10.0,51,-0.00028153966225120676
10.0,52,-1.0029908037772788e-05
10.0,53,-0.0005781806815609414
10.0,54,0.0011389998935625023
10.0,55,0.0002853747674026255
10.0,56,-9.874969613717492e-05
10.0,57,-0.00024515270674796186
10.0,58,0.012622055562642858
11.0,1,0.0004667555509738
11.0,2,1.3685534736660879e-05
11.0,3,1.3969754845028144e-05
11.0,4,5.001082671548047e-06
11.0,5,0.00015766522765047375
11.0,6,-1.0568749160576586e-05
11.0,7,-3.472280885101351e-05
11.0,8,-1.2053394906059208e-05
11.0,9,-2.50120654950428e-05
11.0,10,2.3402599881431042e-05
11.0,11,-5.593997940636174e-05
11.0,12,-0.0002973822332945108
11.0,13,-0.0007174793845820877
11.0,14,0.0112554317380964
11.0,15,0.009781431844344764
11.0,16,0.005720750817364892
11.0,17,0.0019781853675165145
11.0,18,0.001253807667436193
11.0,19,0.00045416414515251664
11.0,20,-0.00038739533143537135
11.0,21,-0.0011589364269937643
11.0,22,0.0024885779330857663
11.0,23,0.0021152189520181226
11.0,24,0.0015765185512116439
11.0,25,0.0010822038364973361
11.0,26,0.00026430355437987335
11.0,27,-0.00037069799470865607
11.0,28,0.002720478565880121
11.0,29,0.0021015678549166903
11.0,30,0.0009298180032873997
11.0,31,0.00011944719177241098
11.0,32,-6.626602332369869e-05
11.0,33,-3.7122501483896755e-05
11.0,34,-0.00044129423427415027
11.0,35,-0.0007628609792386806
11.0,36,-5.555722866361673e-07
11.0,37,4.3370253286302474e-05
11.0,38,6.18080501934629e-05
11.0,39,-4.044225378015772e-05
11.0,40,-1.9652206244490654e-05
11.0,41,0.0004609212998662326
11.0,42,2.459992190007891e-05
11.0,43,0.000203171732675124
11.0,44,0.0002699014960221922
11.0,45,-0.0004240630968837734
11.0,46,2.525215887237916e-05
11.0,47,-0.0002364302184291386
11.0,48,-0.000531289170846573
11.0,49,-1.0144844951394877e-05
11.0,50,-3.232408743881401e-05
11.0,51,-0.00028153966225120676
11.0,52,-1.0029908037772788e-05
11.0,53,-0.0005781806815609414
11.0,54,0.0011389998935625023
11.0,55,0.0002853747674026255
11.0,56,-9.874969613717492e-05
11.0,57,-0.00024515270674796186
11.0,58,0.012622055562642858
12.0,1,0.0004597890534310167
12.0,2,1.3481274349977608e-05
12.0,3,1.3761251326625124e-05
12.0,4,4.926442628512489e-06
12.0,5,0.00015531201645176742
12.0,6,-1.0411005315653837e-05
12.0,7,-3.4204557856360525e-05
12.0,8,-1.1873492519008716e-05
12.0,9,-2.4638751378475742e-05
12.0,10,2.3053304601571557e-05
12.0,11,-5.510505642843079e-05
12.0,12,-0.0002929436947074294
12.0,13,-0.0007067707399191699
12.0,14,0.01108744021353359
12.0,15,0.009635440316778144
12.0,16,0.005635366473062174
12.0,17,0.0019486602130942977
12.0,18,0.0012350941197170197
12.0,19,0.0004473855739943222
12.0,20,-0.000381613310522728
12.0,21,-0.0011416388654493508
12.0,22,0.0024514349780364137
12.0,23,0.0020836485190196706
12.0,24,0.001552988422971672
12.0,25,0.0010660515368101317
12.0,26,0.0002603587227595948
12.0,27,-0.00036516519151422275
12.0,28,0.002679874401421757
12.0,29,0.0020702011634873437
12.0,30,0.000915940125575693
12.0,31,0.0001176643987196662
12.0,32,-6.527697836545601e-05
12.0,33,-3.656843308023005e-05
12.0,34,-0.0004347077485702615
12.0,35,-0.0007514749891179385
12.0,36,-5.472847690084274e-07
12.0,37,4.272293447708777e-05
12.0,38,6.0885541147155295e-05
12.0,39,-3.983863817255528e-05
12.0,40,-1.935888784123038e-05
12.0,41,0.00045404187886366595
12.0,42,2.4232759647394462e-05
12.0,43,0.00020013931537656474
12.0,44,0.00026587311428085493
12.0,45,-0.0004177337991047414
12.0,46,2.4875260884303992e-05
12.0,47,-0.00023290140793461072
12.0,48,-0.0005233594805597511
12.0,49,-9.993429086226573e-06
12.0,50,-3.184163902909064e-05
12.0,51,-0.0002773375791581168
12.0,52,-9.880207863241771e-06
12.0,53,-0.0005695511205131558
12.0,54,0.0011219998965691321
12.0,55,0.0002811154425704496
12.0,56,-9.727582078952247e-05
12.0,57,-0.0002414937117846287
12.0,58,0.012433666673650607
13.0,1,0.0004420244846632902
13.0,2,1.296041035008354e-05
13.0,3,1.3229567351715592e-05
13.0,4,4.73611048760898e-06
13.0,5,0.00014931132788299247
13.0,6,-1.0008758524890376e-05
13.0,7,-3.288301782120901e-05
13.0,8,-1.1414741442172383e-05
13.0,9,-2.3686800378156784e-05
13.0,10,2.216260166660197e-05
13.0,11,-5.297600281288716e-05
13.0,12,-0.00028162542128727647
13.0,13,-0.0006794636959987228
13.0,14,0.010659061825961599
13.0,15,0.009263161921561285
13.0,16,0.00541763639512925
13.0,17,0.0018733710693142546
13.0,18,0.0011873745730377047
13.0,19,0.00043010021756000234
13.0,20,-0.00036686915720634254
13.0,21,-0.001097530083541705
13.0,22,0.0023567204426689727
13.0,23,0.002003143914882599
13.0,24,0.001492986595965924
13.0,25,0.0010248631726455354
13.0,26,0.00025029940215346835
13.0,27,-0.00035105654334022116
13.0,28,0.0025763337821235336
13.0,29,0.001990216100415937
13.0,30,0.000880551537380126
13.0,31,0.0001131182764262298
13.0,32,-6.275491372019459e-05
13.0,33,-3.5155558663593805e-05
13.0,34,-0.00041791221007331144
13.0,35,-0.0007224407143659448
13.0,36,-5.261515508021855e-07
13.0,37,4.107227153026229e-05
13.0,38,5.8533143087784483e-05
13.0,39,-3.829941837190576e-05
13.0,40,-1.8610925932681412e-05
13.0,41,0.00043649935529263247
13.0,42,2.3296495895100426e-05
13.0,43,0.0001924066513005018
13.0,44,0.00025560074085298885
13.0,45,-0.00040159408974546824
13.0,46,2.391417101568922e-05
13.0,47,-0.00022390294118675928
13.0,48,-0.0005031387703405585
13.0,49,-9.607318632858765e-06
13.0,50,-3.06113955774345e-05
13.0,51,-0.0002666222672559036
13.0,52,-9.498472418758355e-06
13.0,53,-0.0005475457398270365
13.0,54,0.001078649904221189
13.0,55,0.00027025416424781917
13.0,56,-9.351743864554101e-05
13.0,57,-0.00023216327462122316
13.0,58,0.011953275006719905
14.0,1,0.0004354063119722225
14.0,2,1.2766362972262789e-05
14.0,3,1.3031489006977754e-05
14.0,4,4.6652024231661496e-06
14.0,5,0.00014707577723509425
